,BVI,BVL,HP,MP_cost,ap_damage,ap_fraction,armor,attack_interval,attributes,caste,category,charge,class,damage,damage_mod_all,damage_mod_fire,damage_mod_magic,damage_mod_missiles,damage_mod_physical,faction,fly_speed,ground_speed,key_name,leadership,mass,melee_A,melee_D,melee_weapon,missile_ap_damage,missile_ap_fraction,missile_damage,missile_projectiles,missile_range,missile_shots_per_volley,missile_total_damage,missile_weapon,models,name,shield,total_damage,weight_class
505,0,0,5670,700,4,0.1,10,4.3,wh_fear_guerilla_hideForest_undead_stalk,melee_infantry,inf_melee,16,inf_mel,36,0,0,0,0,0,vmp,0.0,42.0,wh_dlc04_vmp_inf_feasters_in_the_dusk_0,54,90,33,35,wh_main_claws_ghouls,0,0.0,0,0,0,0,0,,90,The Feasters in the Dusk (Crypt Ghouls),0,40,heavy
506,0,0,7320,500,6,0.23076923076923078,60,4.3,wh_fear_hideForest_undead,melee_infantry,inf_melee,6,inf_mel,20,0,0,0,0,0,vmp,0.0,31.0,wh_dlc04_vmp_inf_konigstein_stalkers_0,40,90,23,31,wh_dlc04_vmp_sword_stalkers_poison,0,0.0,0,0,0,0,0,,120,The Konigstein Stalkers (Skeleton Warriors),35,26,heavy
507,8,0,7380,1100,8,0.21052631578947367,90,4.4,wh_fear_hideForest_undead_chargeDeflector,melee_infantry,inf_melee,8,inf_mel,30,0,0,0,0,0,vmp,0.0,27.0,wh_dlc04_vmp_inf_sternsmen_0,60,100,29,48,wh_main_vmp_wightblade_grave_guard,0,0.0,0,0,0,0,0,,90,The Sternsmen (Grave Guard),55,38,heavy
508,0,0,9450,250,2,0.1111111111111111,15,4.3,wh_fear_hideForest_undead,melee_infantry,inf_melee,3,inf_mel,16,0,0,0,0,15,vmp,0.0,25.0,wh_dlc04_vmp_inf_tithe_0,40,90,7,10,wh_main_vmp_sword_zombie,0,0.0,0,0,0,0,0,,150,The Tithe (Zombies),0,18,heavy
509,0,0,4740,1300,38,0.38,10,4.0,wh_fear_guerrilla_undead_terror,monstrous_infantry,inf_melee,22,inf_mel,62,0,0,0,0,0,vmp,92.0,65.0,wh_dlc04_vmp_mon_devils_swartzhafen_0,72,450,45,34,wh_main_vmp_claws_vargheist,0,0.0,0,0,0,0,0,,12,The Devils of Swartzhafen (Vargheists),0,100,heavy
510,0,14,4560,650,3,0.13636363636363635,0,4.6,wh_fear_guerrilla_hideForest_undead,war_beast,inf_melee,24,inf_mel,19,0,0,0,0,0,vmp,0.0,95.0,wh_dlc04_vmp_mon_direpack_0,40,200,32,21,wh_dlc04_vmp_wolf_fangs_direpack,0,0.0,0,0,0,0,0,,60,The Direpack (Dire Wolves),0,22,heavy
511,15,0,5427,1700,70,0.5833333333333334,40,4.0,wh_fear_terror_undead,chariot,war_machine,12,chariot,50,0,0,25,0,0,vmp,0.0,48.0,wh_dlc04_vmp_veh_claw_of_nagash_0,70,1100,36,20,wh_dlc04_vmp_mortis_engine,0,0.0,0,0,0,0,0,,14,The Claw of Nagash (Mortis Engine),0,120,heavy
512,0,0,3699,250,6,0.23076923076923078,45,4.0,wh_fear_hideForest_undead,chariot,war_machine,8,chariot,20,0,0,0,15,0,vmp,0.0,75.0,wh_dlc04_vmp_veh_corpse_cart_0,55,450,10,22,wh_main_emp_luminark,0,0.0,0,0,0,0,0,,1,Corpse Cart,0,26,heavy
513,0,0,3699,425,6,0.23076923076923078,45,4.0,wh_fear_hideForest_undead,chariot,war_machine,8,chariot,20,0,0,0,15,0,vmp,0.0,75.0,wh_dlc04_vmp_veh_corpse_cart_1,55,450,10,22,wh_main_emp_luminark,0,0.0,0,0,0,0,0,,1,Corpse Cart (Balefire),0,26,heavy
514,0,0,3699,500,6,0.23076923076923078,45,4.0,wh_fear_hideForest_undead,chariot,war_machine,8,chariot,20,0,0,0,15,0,vmp,0.0,75.0,wh_dlc04_vmp_veh_corpse_cart_2,55,450,10,22,wh_main_emp_luminark,0,0.0,0,0,0,0,0,,1,Corpse Cart (Unholy Lodestone),0,26,heavy
515,15,0,5427,1400,70,0.5833333333333334,40,4.0,wh_fear_terror_undead,chariot,war_machine,12,chariot,50,0,0,0,0,0,vmp,0.0,48.0,wh_dlc04_vmp_veh_mortis_engine_0,60,1100,30,13,wh_dlc04_vmp_mortis_engine,0,0.0,0,0,0,0,0,,14,Mortis Engine,0,120,heavy
516,0,0,3051,800,140,0.32558139534883723,90,4.0,wh_encourage_hideForest,lord,inf_melee,40,com,290,0,0,0,15,0,brt,0.0,34.0,wh_dlc05_brt_cha_armand_aquitaine_0,70,600,54,48,wh_main_brt_sword_hero_lord,0,0.0,0,0,0,0,0,,1,Armand of Aquitaine,35,430,medium
517,0,0,3510,1000,140,0.32558139534883723,80,4.0,wh_encourage_hideForest,lord,cavalry,75,com,290,0,0,0,15,0,brt,0.0,75.0,wh_dlc05_brt_cha_armand_aquitaine_1,70,1000,54,48,wh_main_brt_sword_hero_lord,0,0.0,0,0,0,0,0,,1,Armand of Aquitaine,35,430,medium
518,0,0,3735,1200,140,0.32558139534883723,80,4.0,wh_encourage,lord,cavalry,85,com,290,0,0,0,15,0,brt,105.0,65.0,wh_dlc05_brt_cha_armand_aquitaine_2,70,1100,54,48,wh_main_brt_sword_hero_lord,0,0.0,0,0,0,0,0,,1,Armand of Aquitaine,35,430,medium
519,0,0,4128,1350,290,0.6590909090909091,80,4.0,wh_encourage_fear_terror,lord,war_beast,90,com,150,0,0,0,15,0,brt,100.0,70.0,wh_dlc05_brt_cha_armand_aquitaine_3,70,1650,40,34,wh_main_brt_hippogryph,0,0.0,0,0,0,0,0,,1,Armand of Aquitaine,0,440,medium
520,0,0,4569,1250,100,0.25,15,4.0,wh_encourage_hideForest_immuneToPsych,lord,inf_melee,56,com,300,0,0,25,75,0,bst,0.0,39.0,wh_dlc05_bst_cha_morghur_0,75,750,55,45,wh_dlc05_bst_morghur_claws,0,0.0,0,0,0,0,0,,1,Morghur the Shadowgave,0,400,heavy
521,0,0,6996,1300,100,0.4,15,4.0,,lord,inf_melee,67,com,150,0,0,0,15,0,bst,0.0,37.0,wh_dlc05_bst_cha_morghur_0_boss,100,1200,55,45,wh_dlc05_bst_morghur_claws_boss,0,0.0,0,0,0,0,0,,1,Morghur the Shadowgave,0,250,heavy
522,0,0,6576,1000,40,0.3076923076923077,10,3.8,wh_fear_unbreakable,monstrous_infantry,inf_melee,30,inf_mel,90,0,0,0,0,0,bst,0.0,42.0,wh_dlc05_bst_mon_chaos_spawn_0_boss,100,1500,34,28,wh_dlc03_bst_claws_chaos_spawn,0,0.0,0,0,0,0,0,,12,Spawn of Shadowgave,0,130,heavy
523,0,0,3915,600,12,0.2727272727272727,15,4.0,wh_guerrilla,monstrous_infantry,inf_melee,20,inf_mel,32,0,0,0,0,0,bst,82.0,48.0,wh_dlc05_bst_mon_harpies_0,52,200,22,38,wh_dlc05_bst_harpy_claws,0,0.0,0,0,0,0,0,,45,Harpies,0,44,heavy
524,0,0,3669,1100,140,0.3333333333333333,120,4.0,wh_chargeReflector_encourage_hideForest,lord,inf_melee,18,com,280,0,0,25,15,0,dwf,0.0,32.0,wh_dlc05_dwf_cha_darthon_ironbeard_0,75,900,45,60,wh_main_dwf_axe_hero_lord,0,0.0,0,0,0,0,0,,1,Darthon Ironbeard,35,420,heavy
525,0,0,2565,250,90,0.3,20,4.0,wh_encourage_hideForest,hero,inf_ranged,15,com,210,0,0,0,15,0,emp,0.0,35.0,wh_dlc05_emp_cha_wizard_life_0,55,300,25,30,wh_main_emp_sword_caster,0,0.0,0,0,0,0,0,,1,Jade Wizard,0,300,medium
526,0,0,2886,350,90,0.3,20,4.0,wh_encourage_hideForest,hero,cavalry,30,com,210,0,0,0,15,0,emp,0.0,78.0,wh_dlc05_emp_cha_wizard_life_1,55,950,25,30,wh_main_emp_sword_caster,0,0.0,0,0,0,0,0,,1,Jade Wizard,0,300,medium
527,0,0,2886,450,90,0.3,50,4.0,wh_encourage_hideForest,hero,cavalry,30,com,210,0,0,0,15,0,emp,0.0,66.0,wh_dlc05_emp_cha_wizard_life_2,55,1500,25,30,wh_main_emp_sword_caster,0,0.0,0,0,0,0,0,,1,Jade Wizard,0,300,medium
528,0,0,3012,650,90,0.3,50,4.0,wh_encourage_hideForest,hero,cavalry,30,com,210,0,0,0,15,0,emp,105.0,65.0,wh_dlc05_emp_cha_wizard_life_3,55,1100,25,30,wh_main_emp_sword_caster,0,0.0,0,0,0,0,0,,1,Jade Wizard,0,300,medium
529,0,0,2565,250,90,0.3,20,4.0,wh_encourage_hideForest,hero,inf_ranged,15,com,210,0,0,0,15,0,emp,0.0,35.0,wh_dlc05_emp_cha_wizard_shadows_0,55,300,25,30,wh_main_emp_sword_caster,0,0.0,0,0,0,0,0,,1,Grey Wizard,0,300,medium
530,0,0,2886,350,90,0.3,20,4.0,wh_encourage_hideForest,hero,cavalry,30,com,210,0,0,0,15,0,emp,0.0,78.0,wh_dlc05_emp_cha_wizard_shadows_1,55,950,25,30,wh_main_emp_sword_caster,0,0.0,0,0,0,0,0,,1,Grey Wizard,0,300,medium
531,0,0,2886,450,90,0.3,50,4.0,wh_encourage_hideForest,hero,cavalry,30,com,210,0,0,0,15,0,emp,0.0,66.0,wh_dlc05_emp_cha_wizard_shadows_2,55,1500,25,30,wh_main_emp_sword_caster,0,0.0,0,0,0,0,0,,1,Grey Wizard,0,300,medium
532,0,0,3012,650,90,0.3,50,4.0,wh_encourage_hideForest,hero,cavalry,30,com,210,0,0,0,15,0,emp,105.0,65.0,wh_dlc05_emp_cha_wizard_shadows_3,55,1100,25,30,wh_main_emp_sword_caster,0,0.0,0,0,0,0,0,,1,Grey Wizard,0,300,medium
533,0,0,3315,1000,170,0.37777777777777777,70,4.0,wh_encourage_hideForest,lord,inf_melee,65,com,280,0,0,0,15,0,grn,0.0,36.0,wh_dlc05_grn_cha_snorko_one_finger_0,70,1200,64,44,wh_main_grn_choppa_hero,0,0.0,0,0,0,0,0,,1,Snorko One-Finger,35,450,heavy
534,0,0,4287,1500,300,0.6382978723404256,70,4.0,wh_encourage_fear_terror,lord,war_beast,90,com,170,0,0,0,25,0,grn,110.0,70.0,wh_dlc05_grn_cha_snorko_one_finger_1,70,1600,44,34,wh_main_grn_wyvern,0,0.0,0,0,0,0,0,,1,Snorko One-Finger,0,470,very_heavy
535,0,0,3792,1250,280,0.6222222222222222,70,4.0,wh_encourage_hideForest,lord,cavalry,85,com,170,0,0,0,15,0,grn,0.0,62.0,wh_dlc05_grn_cha_snorko_one_finger_2,70,1800,64,44,wh_main_grn_orc_boar_choppa_hero,0,0.0,0,0,0,0,0,,1,Snorko One-Finger,35,450,heavy
536,0,0,3156,1100,180,0.35294117647058826,90,4.0,wh_encourage_fear_hideForest_undead,lord,inf_melee,35,com,330,0,0,0,15,0,vmp,0.0,38.0,wh_dlc05_vmp_cha_red_duke_0,80,600,70,48,wh_dlc05_vmp_red_duke_sword,0,0.0,0,0,0,0,0,,1,The Red Duke,35,510,heavy
537,0,0,3645,1500,180,0.35294117647058826,80,4.0,wh_encourage_fear_undead,lord,cavalry,60,com,330,0,0,0,15,0,vmp,105.0,65.0,wh_dlc05_vmp_cha_red_duke_1,80,900,70,48,wh_dlc05_vmp_red_duke_sword,0,0.0,0,0,0,0,0,,1,The Red Duke,35,510,heavy
538,0,0,3645,1300,180,0.35294117647058826,110,4.0,wh_encourage_fear_hideForest_undead,lord,cavalry,60,com,330,0,0,0,15,0,vmp,0.0,66.0,wh_dlc05_vmp_cha_red_duke_2,80,1500,70,48,wh_dlc05_vmp_red_duke_sword,0,0.0,0,0,0,0,0,,1,The Red Duke,35,510,heavy
539,0,0,5583,2150,380,0.7307692307692307,70,3.8,wh_encourage_fear_terror_undead,lord,war_beast,40,com,140,0,0,0,25,0,vmp,90.0,65.0,wh_dlc05_vmp_cha_red_duke_3,80,2200,48,44,wh_main_vmp_hero_zombie_dragon,0,0.0,0,0,0,0,0,,1,The Red Duke,0,520,heavy
540,0,0,2679,700,130,0.3023255813953488,90,4.0,wh_encourage_fear_hideForest_undead,hero,inf_melee,30,com,300,0,0,0,15,0,vmp,0.0,38.0,wh_dlc05_vmp_cha_vampire_shadows_0,60,600,60,35,wh_main_vmp_sword_hero_vampire,0,0.0,0,0,0,0,0,,1,Vampire (Shadows),0,430,heavy
541,0,0,2937,900,130,0.3023255813953488,110,4.0,wh_encourage_fear_hideForest_undead,hero,cavalry,60,com,300,0,0,0,15,0,vmp,0.0,66.0,wh_dlc05_vmp_cha_vampire_shadows_1,60,1500,60,35,wh_main_vmp_sword_hero_vampire,0,0.0,0,0,0,0,0,,1,Vampire (Shadows),0,430,heavy
542,0,0,2937,1100,130,0.3023255813953488,80,4.0,wh_encourage_fear_undead,hero,cavalry,60,com,300,0,0,0,15,0,vmp,105.0,65.0,wh_dlc05_vmp_cha_vampire_shadows_2,60,900,60,35,wh_main_vmp_sword_hero_vampire,0,0.0,0,0,0,0,0,,1,Vampire (Shadows),0,430,heavy
543,0,0,3960,725,7,0.25925925925925924,15,4.0,wh_guerrilla_hideForest_mountedFireMove,missile_cavalry,cavalry,24,cav_mis,20,0,0,0,0,0,wef,0.0,94.0,wh_dlc05_wef_cav_glade_riders_0,58,600,28,24,wh_dlc05_wef_glade_rider_sword,4,0.18181818181818182,18,1,150,1,22,wh_dlc05_wef_standard_bow_mounted,45,Glade Riders,0,27,heavy
544,0,0,3960,800,7,0.25925925925925924,15,4.0,wh_guerrilla_hideForest_mountedFireMove,missile_cavalry,cavalry,24,cav_mis,20,0,0,0,0,0,wef,0.0,94.0,wh_dlc05_wef_cav_glade_riders_1,58,600,28,24,wh_dlc05_wef_glade_rider_sword,4,0.18181818181818182,18,1,150,1,22,wh_dlc05_wef_hagbane_bow_mounted,45,Glade Riders (Hagbane Tips),0,27,heavy
545,0,0,3960,800,7,0.25925925925925924,15,4.0,wh_guerrilla_hideForest_mountedFireMove_unbreakable,missile_cavalry,cavalry,24,cav_mis,20,0,0,0,0,0,wef,0.0,94.0,wh_dlc05_wef_cav_glade_riders_1_qb,58,600,28,24,wh_dlc05_wef_glade_rider_sword,4,0.18181818181818182,18,1,150,1,22,wh_dlc05_wef_hagbane_bow_mounted,45,Glade Riders (Hagbane Tips),0,27,heavy
546,0,0,3420,950,34,0.7555555555555555,15,4.0,wh_mountedFireMove,missile_cavalry,cavalry,42,cav_mis,11,0,0,0,0,0,wef,110.0,65.0,wh_dlc05_wef_cav_hawk_riders_0,60,650,25,18,wh_dlc05_wef_hawk_talons,8,0.2962962962962963,19,1,140,1,27,wh_dlc05_wef_hawk_rider_bow,18,Hawk Riders,0,45,heavy
547,0,0,3960,1100,9,0.32142857142857145,15,4.0,wh_guerrilla_hideForest_mountedFireMove,missile_cavalry,cavalry,30,cav_mis,19,0,0,0,0,50,wef,0.0,85.0,wh_dlc05_wef_cav_sisters_thorn_0,85,1000,34,33,wh_dlc05_wef_thorn_sister_sword,10,0.3333333333333333,20,1,90,1,30,wh_dlc05_wef_javelin,36,Sisters of the Thorn,0,28,heavy
548,0,0,3450,1100,14,0.3333333333333333,40,5.0,wh_guerrilla_hideForest_fear,melee_cavalry,cavalry,62,cav_shk,28,0,0,0,0,20,wef,0.0,85.0,wh_dlc05_wef_cav_wild_riders_0,70,1000,34,23,wh_dlc05_wef_wildrider_sword,0,0.0,0,0,0,0,0,,45,Wild Riders,0,42,heavy
549,0,0,3450,1200,14,0.3333333333333333,40,5.0,wh_guerrilla_hideForest_fear,melee_cavalry,cavalry,62,cav_shk,28,0,0,0,0,20,wef,0.0,85.0,wh_dlc05_wef_cav_wild_riders_1,70,1000,34,29,wh_dlc05_wef_wildrider_spear,0,0.0,0,0,0,0,0,,45,Wild Riders (Shields),55,42,heavy
550,0,0,7371,1400,126,0.267515923566879,100,4.0,wh2_encourage_hideForest_fear_terror_chargeReflector,lord,inf_melee,30,com,345,0,-25,0,15,20,wef,0.0,35.0,wh_dlc05_wef_cha_ancient_treeman_0,90,7000,37,48,wh_dlc05_wef_treeman_ancient_claws,0,0.0,0,0,0,0,0,,1,Ancient Treeman,0,471,very_heavy
551,0,0,3126,500,100,0.30303030303030304,60,4.0,wh_fear_hideForest_immPsy_guerrilla_encourage,hero,inf_melee,32,com,230,0,-25,0,15,20,wef,0.0,38.0,wh_dlc05_wef_cha_branchwraith_0,60,500,47,35,wh_dlc05_wef_branchwraith_claws,0,0.0,0,0,0,0,0,,1,Branchwraith,0,330,light
552,0,0,7371,1800,330,0.7021276595744681,100,4.0,wh_encourage_hideForest_fear_terror_chargeReflectorVsL,lord,inf_melee,40,com,140,0,-25,0,15,20,wef,0.0,35.0,wh_dlc05_wef_cha_durthu_0,90,7000,65,48,wh_dlc05_wef_durthu_sword,0,0.0,0,0,0,0,0,,1,Durthu,0,470,heavy
553,0,0,2931,950,100,0.2777777777777778,50,4.0,wh_encourage_hideForest_mountedFireMove,lord,inf_ranged,30,com,260,0,0,0,15,0,wef,0.0,46.0,wh_dlc05_wef_cha_female_glade_lord_0,70,400,65,60,wh_dlc05_wef_sword_hero,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Glade Lord,0,360,heavy
554,0,0,5988,950,100,0.2777777777777778,50,4.0,wh_encourage_hideForest_unbreakable,lord,inf_ranged,30,com,260,0,0,0,15,0,wef,0.0,46.0,wh_dlc05_wef_cha_female_glade_lord_0_qb,85,400,65,60,wh_dlc05_wef_sword_hero,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Glade Lord,0,360,heavy
555,0,0,3432,1050,100,0.2777777777777778,50,4.0,wh_encourage_hideForest_mountedFireMove,lord,cavalry,45,com,260,0,0,0,15,0,wef,0.0,94.0,wh_dlc05_wef_cha_female_glade_lord_1,70,600,65,60,wh_dlc05_wef_sword_hero,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Glade Lord,0,360,heavy
556,0,0,3642,1400,168,0.4,50,4.0,wh_encourage_fear_mountedFireMove,lord,war_beast,70,com,252,0,0,0,15,0,wef,110.0,70.0,wh_dlc05_wef_cha_female_glade_lord_2,70,1300,65,40,wh_dlc05_wef_sword_hero_eagle,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Glade Lord,0,420,heavy
557,0,0,4188,1400,168,0.4,50,4.0,wh_encourage_hideForest_mountedFireMove_unbreakable,lord,war_beast,70,com,252,0,0,0,15,0,wef,110.0,70.0,wh_dlc05_wef_cha_female_glade_lord_2_qb,85,1300,65,40,wh_dlc05_wef_sword_hero_eagle,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Glade Lord,0,420,heavy
558,0,0,4593,2200,305,0.6931818181818182,50,3.8,wh_encourage_fear_terror_mountedFireMove,lord,war_beast,60,com,135,0,0,0,25,20,wef,90.0,65.0,wh_dlc05_wef_cha_female_glade_lord_3,70,2200,48,40,wh_dlc05_wef_dragon,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Glade Lord,0,440,heavy
559,0,0,2931,950,100,0.2777777777777778,50,4.0,wh_encourage_hideForest_mountedFireMove,lord,inf_ranged,30,com,260,0,0,0,15,0,wef,0.0,46.0,wh_dlc05_wef_cha_glade_lord_0,70,400,65,60,wh_dlc05_wef_sword_hero,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Glade Lord,0,360,heavy
560,0,0,3432,1050,100,0.2777777777777778,50,4.0,wh_encourage_hideForest_mountedFireMove,lord,cavalry,45,com,260,0,0,0,15,0,wef,0.0,94.0,wh_dlc05_wef_cha_glade_lord_1,70,600,65,60,wh_dlc05_wef_sword_hero,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Glade Lord,0,360,heavy
561,0,0,3642,1400,168,0.4,50,4.0,wh_encourage_fear_mountedFireMove,lord,war_beast,70,com,252,0,0,0,15,0,wef,110.0,70.0,wh_dlc05_wef_cha_glade_lord_2,70,1300,65,40,wh_dlc05_wef_sword_hero_eagle,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Glade Lord,0,420,heavy
562,0,0,4593,2200,305,0.6931818181818182,50,3.8,wh_encourage_fear_terror_mountedFireMove,lord,war_beast,60,com,135,0,0,0,25,20,wef,90.0,65.0,wh_dlc05_wef_cha_glade_lord_3,70,2200,48,40,wh_dlc05_wef_dragon,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Glade Lord,0,440,heavy
563,0,15,5577,1550,310,0.6326530612244898,30,4.0,wh_fear_terror_hideForest_unbreakable_encourage,lord,inf_ranged,65,com,180,0,0,0,20,0,wef,0.0,54.0,wh_dlc05_wef_cha_orion_0,100,1600,65,30,wh_dlc05_wef_orion_spear,250,0.78125,70,1,140,1,320,wh_dlc05_wef_orion_spear,1,Orion,0,490,heavy
564,0,0,2565,300,60,0.25,15,4.0,wh_encourage_hideForest,hero,inf_melee,19,com,180,0,0,0,15,0,wef,0.0,34.0,wh_dlc05_wef_cha_spellsinger_beasts_0,60,300,33,34,wh_dlc05_wef_sword_wizard,0,0.0,0,0,0,0,0,,1,Spellsinger (Beasts),0,240,heavy
565,0,0,2886,450,60,0.25,15,4.0,wh_encourage_hideForest,hero,inf_melee,34,com,180,0,0,0,15,0,wef,0.0,94.0,wh_dlc05_wef_cha_spellsinger_beasts_1,60,600,33,34,wh_dlc05_wef_sword_wizard,0,0.0,0,0,0,0,0,,1,Spellsinger (Beasts),0,240,heavy
566,0,0,3510,900,156,0.4,30,4.0,wh_encourage_fear,hero,war_beast,62,com,234,0,0,0,15,0,wef,110.0,70.0,wh_dlc05_wef_cha_spellsinger_beasts_2,60,1300,44,30,wh_dlc05_wef_great_eagle_caster,0,0.0,0,0,0,0,0,,1,Spellsinger (Beasts),0,390,heavy
567,0,0,3303,600,60,0.25,15,4.0,wh_encourage_hideForest_fear,hero,inf_melee,44,com,180,0,0,40,15,0,wef,0.0,78.0,wh_dlc05_wef_cha_spellsinger_beasts_3,60,750,40,34,wh_dlc05_wef_sword_wizard,0,0.0,0,0,0,0,0,,1,Spellsinger (Beasts),0,240,heavy
568,0,0,2565,300,60,0.25,15,4.0,wh_encourage_hideForest,hero,inf_melee,19,com,180,0,0,0,15,0,wef,0.0,34.0,wh_dlc05_wef_cha_spellsinger_life_0,60,300,33,34,wh_dlc05_wef_sword_wizard,0,0.0,0,0,0,0,0,,1,Spellsinger (Life),0,240,heavy
569,0,0,2886,450,60,0.25,15,4.0,wh_encourage_hideForest,hero,inf_melee,34,com,180,0,0,0,15,0,wef,0.0,94.0,wh_dlc05_wef_cha_spellsinger_life_1,60,600,33,34,wh_dlc05_wef_sword_wizard,0,0.0,0,0,0,0,0,,1,Spellsinger (Life),0,240,heavy
570,0,0,3510,900,156,0.4,30,4.0,wh_encourage_fear,hero,war_beast,62,com,234,0,0,0,15,0,wef,110.0,70.0,wh_dlc05_wef_cha_spellsinger_life_2,60,1300,44,30,wh_dlc05_wef_great_eagle_caster,0,0.0,0,0,0,0,0,,1,Spellsinger (Life),0,390,heavy
571,0,0,3303,600,60,0.25,15,4.0,wh_encourage_hideForest_fear,hero,inf_melee,44,com,180,0,0,40,15,0,wef,0.0,78.0,wh_dlc05_wef_cha_spellsinger_life_3,60,750,40,34,wh_dlc05_wef_sword_wizard,0,0.0,0,0,0,0,0,,1,Spellsinger (Life),0,240,heavy
572,0,0,2565,300,60,0.25,15,4.0,wh_encourage_hideForest,hero,inf_melee,19,com,180,0,0,0,15,0,wef,0.0,34.0,wh_dlc05_wef_cha_spellsinger_shadows_0,60,300,33,34,wh_dlc05_wef_sword_wizard,0,0.0,0,0,0,0,0,,1,Spellsinger (Shadows),0,240,heavy
573,0,0,2886,450,60,0.25,15,4.0,wh_encourage_hideForest,hero,inf_melee,34,com,180,0,0,0,15,0,wef,0.0,94.0,wh_dlc05_wef_cha_spellsinger_shadows_1,60,600,33,34,wh_dlc05_wef_sword_wizard,0,0.0,0,0,0,0,0,,1,Spellsinger (Shadows),0,240,heavy
574,0,0,3510,900,156,0.4,30,4.0,wh_encourage_fear,hero,war_beast,62,com,234,0,0,0,15,0,wef,110.0,70.0,wh_dlc05_wef_cha_spellsinger_shadows_2,60,1300,44,30,wh_dlc05_wef_great_eagle_caster,0,0.0,0,0,0,0,0,,1,Spellsinger (Shadows),0,390,heavy
575,0,0,3303,600,60,0.25,15,4.0,wh_encourage_hideForest_fear,hero,inf_melee,44,com,180,0,0,40,15,0,wef,0.0,78.0,wh_dlc05_wef_cha_spellsinger_shadows_3,60,750,40,34,wh_dlc05_wef_sword_wizard,0,0.0,0,0,0,0,0,,1,Spellsinger (Shadows),0,240,heavy
576,0,0,2766,700,75,0.24193548387096775,40,4.0,wh_guerrilla_stalk_snipe_encourage_mountedFireMove,hero,inf_ranged,28,com,235,0,0,0,15,0,wef,0.0,42.0,wh_dlc05_wef_cha_waystalker_0,60,400,38,42,wh_dlc05_wef_sword_hero_waystalker,84,0.3,196,1,190,1,280,wh_dlc05_wef_glade_lord_bow,1,Waystalker,0,310,medium
577,0,0,4506,1800,305,0.6931818181818182,50,3.8,wh_fear_terror,monster,inf_melee,60,inf_mel,135,0,0,0,25,20,wef,90.0,65.0,wh_dlc05_wef_forest_dragon_0,65,2200,46,36,wh_dlc05_wef_dragon,0,0.0,0,0,0,0,0,,1,Forest Dragon,0,440,heavy
578,0,0,3960,700,3,0.11538461538461539,15,4.3,wh_guerrilla_stalk_mountedFireMove,missile_infantry,inf_ranged,7,inf_mis,23,0,0,0,0,0,wef,0.0,38.0,wh_dlc05_wef_inf_deepwood_scouts_0,68,100,18,22,wh_dlc05_wef_sword_archer,4,0.18181818181818182,18,1,180,1,22,wh_dlc05_wef_scout_bow,60,Deepwood Scouts,0,26,medium
579,0,0,3960,850,3,0.11538461538461539,15,4.3,wh_guerrilla_stalk_mountedFireMove,missile_infantry,inf_ranged,7,inf_mis,23,0,0,0,0,0,wef,0.0,38.0,wh_dlc05_wef_inf_deepwood_scouts_1,68,100,18,22,wh_dlc05_wef_sword_archer,4,0.2222222222222222,14,2,135,1,18,wh_dlc05_wef_swift_shiver_bow,60,Deepwood Scouts (Swiftshiver Shards),0,26,medium
580,0,0,3960,900,3,0.11538461538461539,15,4.3,wh_guerrilla_stalk_mountedFireMove,missile_infantry,inf_ranged,7,inf_mis,23,0,0,0,0,0,wef,0.0,38.0,wh_dlc05_wef_inf_deepwood_scouts_1_qb,68,100,18,27,wh_dlc05_wef_sword_archer,4,0.2222222222222222,14,2,135,1,18,wh_dlc05_wef_swift_shiver_bow,60,Deepwood Scouts (Swiftshiver Shards),0,26,medium
581,0,0,5250,550,5,0.14705882352941177,60,4.2,wh_fear_hideForest_immPsy_guerrilla,melee_infantry,inf_melee,12,inf_mel,29,0,-25,0,0,20,wef,0.0,36.0,wh_dlc05_wef_inf_dryads_0,65,140,33,24,wh_dlc05_wef_dryads_claw,0,0.0,0,0,0,0,0,,75,Dryads,0,34,medium
582,0,15,5400,475,20,0.8333333333333334,40,4.5,wh_hideForest_chargeReflectorVsL,melee_infantry,inf_melee,10,inf_mel,4,0,0,0,0,0,wef,0.0,33.0,wh_dlc05_wef_inf_eternal_guard_0,80,100,26,36,wh_dlc05_wef_asrai_spear,0,0.0,0,0,0,0,0,,75,Eternal Guard,0,24,medium
583,0,15,5400,550,20,0.8333333333333334,40,4.5,wh_hideForest_chargeReflectorVsL,melee_infantry,inf_melee,6,inf_mel,4,0,0,0,0,0,wef,0.0,33.0,wh_dlc05_wef_inf_eternal_guard_1,80,100,26,44,wh_dlc05_wef_asrai_spear,0,0.0,0,0,0,0,0,,75,Eternal Guard (Shields),55,24,medium
