armour	category	charge_bonus	class	key	melee_attack	melee_defence	morale	bonus_hit_points	primary_melee_weapon	attribute_group	damage_mod_flames	damage_mod_magic	damage_mod_physical	damage_mod_missiles	damage_mod_all
wh2_main_leather_15	cavalry	60	com	wh_dlc07_brt_cha_prophetess_3	34	30	65	4448	wh_main_brt_sword_caster_hero	wh_encourage	0	0	0	15	0
wh2_main_leather_15	inf_melee	30	com	wh_dlc07_brt_cha_prophetess_beasts_0	34	30	65	3680	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	50	com	wh_dlc07_brt_cha_prophetess_beasts_1	34	30	65	4152	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_40	cavalry	50	com	wh_dlc07_brt_cha_prophetess_beasts_2	34	30	65	4152	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	60	com	wh_dlc07_brt_cha_prophetess_beasts_3	34	30	65	4448	wh_main_brt_sword_caster_hero	wh_encourage	0	0	0	15	0
wh2_main_leather_15	inf_melee	30	com	wh_dlc07_brt_cha_prophetess_heavens_0	34	30	65	3680	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	50	com	wh_dlc07_brt_cha_prophetess_heavens_1	34	30	65	4152	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_40	cavalry	50	com	wh_dlc07_brt_cha_prophetess_heavens_2	34	30	65	4152	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	60	com	wh_dlc07_brt_cha_prophetess_heavens_3	34	30	65	4448	wh_main_brt_sword_caster_hero	wh_encourage	0	0	0	15	0
wh2_main_leather_15	inf_melee	15	com	wh_main_brt_cha_damsel_0	34	22	55	3412	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	35	com	wh_main_brt_cha_damsel_1	34	22	55	3832	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_40	cavalry	35	com	wh_main_brt_cha_damsel_2	34	22	55	3832	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	40	com	wh_main_brt_cha_damsel_3	40	22	55	4388	wh_main_brt_sword_caster_hero	wh_encourage_hideForest	0	40	0	15	0
wh2_main_plate_85	inf_melee	40	com	wh_main_brt_cha_paladin_0	45	40	65	3680	wh_main_brt_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	cavalry	85	com	wh_main_brt_cha_paladin_3	45	40	65	4448	wh_main_brt_sword_hero	wh_encourage	0	0	0	15	0
wh2_main_plate_105	cavalry	70	com	wh_main_brt_cha_paladin_4	45	40	65	4160	wh_main_brt_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_90	inf_melee	40	com	wh_dlc05_brt_cha_armand_aquitaine_0	54	48	70	4060	wh_main_brt_sword_hero_lord	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_80	cavalry	75	com	wh_dlc05_brt_cha_armand_aquitaine_1	54	48	70	4664	wh_main_brt_sword_hero_lord	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_80	cavalry	85	com	wh_dlc05_brt_cha_armand_aquitaine_2	54	48	70	4964	wh_main_brt_sword_hero_lord	wh_encourage	0	0	0	15	0
wh2_main_plate_90	inf_melee	40	com	wh_main_brt_cha_lord_0	54	48	75	4060	wh_main_brt_sword_hero_lord	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_90	cavalry	85	com	wh_main_brt_cha_lord_3	54	48	75	4964	wh_main_brt_sword_hero_lord	wh_encourage	0	0	0	15	0
wh2_main_plate_110	cavalry	75	com	wh_main_brt_cha_lord_4	54	48	75	4664	wh_main_brt_sword_hero_lord	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	inf_ranged	3	inf_mis	wh_dlc07_brt_inf_peasant_bowmen_1	10	14	36	46	wh_main_brt_sword_short	wh_expendable_hideForest	0	0	0	0	0
wh2_main_leather_15	inf_ranged	3	inf_mis	wh_dlc07_brt_inf_peasant_bowmen_2	10	14	36	46	wh_main_brt_sword_short	wh_expendable_hideForest	0	0	0	0	0
wh2_main_leather_15	inf_ranged	3	inf_mis	wh_main_brt_inf_peasant_bowmen	10	14	36	46	wh_main_brt_sword_short	wh_expendable_hideForest	0	0	0	0	0
wh2_main_leather_30	cavalry	12	cav_mis	wh_main_brt_cav_mounted_yeomen_1	18	16	44	66	wh_main_brt_sword_yeomen_archers	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_leather_30	cavalry	22	cav_mis	wh_pro04_brt_cav_mounted_yeomen_ror_0	23	24	54	66	wh_main_brt_sword_yeomen_archers	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_heavy_metal_120	inf_melee	55	com	wh_main_chs_cha_archaon_the_everchosen_0	70	60	85	5800	wh_main_chs_archaon_0	wh_encourage_hideForest_immuneToPsych	0	0	10	15	0
wh2_main_heavy_metal_120	cavalry	90	com	wh_main_chs_cha_archaon_the_everchosen_1	70	60	85	6928	wh_main_chs_archaon_1	wh_encourage_fear_hideForest_immuneToPsych	0	0	10	15	0
wh2_main_heavy_metal_100	inf_melee	20	inf_mel	wh_main_chs_inf_chaos_warriors_0	36	44	75	82	wh_main_chs_axe	wh_hideForest	0	0	0	0	0
wh2_main_heavy_metal_120	inf_melee	26	inf_mel	wh_main_chs_inf_chosen_0	46	60	85	123	wh_main_chs_axe_chosen	wh_hideForest	0	0	0	0	0
wh2_main_heavy_metal_120	inf_melee	32	inf_mel	wh_main_chs_inf_chosen_1	48	46	85	123	wh_main_chs_axe_great_chosen	wh_hideForest	0	0	0	0	0
wh2_main_body_15	inf_melee	21	inf_mel	wh_main_chs_inf_chaos_marauders_1	34	20	60	70	wh_main_chs_axe_great_marauders	wh_hideForest	0	0	0	0	0
wh2_main_body_15	inf_melee	21	inf_mel	wh_main_nor_inf_chaos_marauders_1	34	20	60	70	wh_main_chs_axe_great_marauders	wh_hideForest	0	0	0	0	0
wh2_main_heavy_metal_100	inf_melee	30	com	wh_main_chs_cha_exalted_hero_0	65	40	70	4060	wh_main_chs_axe_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	cavalry	45	com	wh_main_chs_cha_exalted_hero_12	65	40	70	4664	wh_main_chs_axe_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	45	com	wh_main_chs_cha_exalted_hero_13	65	40	70	4664	wh_main_chs_axe_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	inf_melee	55	com	wh_main_nor_cha_marauder_chieftan_0	60	40	70	4000	wh_main_chs_axe_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	cavalry	65	com	wh_main_nor_cha_marauder_chieftan_1	60	40	70	4320	wh_main_chs_axe_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	inf_ranged	12	inf_mis	wh_dlc08_nor_inf_marauder_hunters_0	36	20	50	59	wh_main_chs_axe_marauders	wh_hideForest	0	0	0	0	0
wh2_main_leather_15	inf_ranged	8	inf_mis	wh_dlc08_nor_inf_marauder_hunters_1	26	22	50	59	wh_main_chs_axe_marauders	wh_hideForest	0	0	0	0	0
wh2_main_body_15	inf_melee	18	inf_mel	wh_main_chs_inf_chaos_marauders_0	34	28	60	70	wh_main_chs_axe_marauders	wh_hideForest	0	0	0	0	0
wh2_main_body_15	inf_melee	18	inf_mel	wh_main_nor_inf_chaos_marauders_0	34	28	60	70	wh_main_chs_axe_marauders	wh_hideForest	0	0	0	0	0
wh2_main_leather_15	inf_melee	18	inf_mel	wh_pro04_nor_inf_chaos_marauders_ror_0	41	39	70	70	wh_main_chs_axe_marauders	wh_fatigue_immune_hideForest_immuneToPsych	0	0	0	0	0
wh2_main_heavy_metal_90	war_machine	76	chariot	wh_main_chs_cav_chaos_chariot	22	28	70	1386	wh_main_chs_chariot		0	0	0	0	0
wh2_main_heavy_metal_90	war_machine	76	chariot	wh_main_nor_cav_chaos_chariot	22	28	70	1360	wh_main_chs_chariot		0	0	0	0	0
wh2_main_plate_85	war_machine	52	com	wh_dlc08_nor_cha_shaman_sorcerer_death_2	30	24	60	4108	wh_main_chs_chariot_caster_hero	wh_encourage	0	0	0	15	0
wh2_main_plate_85	war_machine	52	com	wh_dlc08_nor_cha_shaman_sorcerer_fire_2	30	24	60	4108	wh_main_chs_chariot_caster_hero	wh_encourage	0	0	0	15	0
wh2_main_plate_85	war_machine	52	com	wh_dlc08_nor_cha_shaman_sorcerer_metal_2	30	24	60	4108	wh_main_chs_chariot_caster_hero	wh_encourage	0	0	0	15	0
wh2_main_heavy_metal_120	war_machine	90	com	wh_dlc08_nor_cha_wulfrik_2	48	30	75	5776	wh_main_chs_chariot_hero	wh_encourage	0	0	0	15	0
wh2_main_heavy_metal_100	war_machine	90	com	wh_main_nor_cha_marauder_chieftan_2	38	20	70	4948	wh_main_chs_chariot_hero	wh_encourage	0	0	0	15	0
wh2_main_body_10	inf_melee	30	inf_mel	wh_main_chs_mon_chaos_spawn	34	28	100	540	wh_main_chs_claws_chaos_spawn	wh_fear_unbreakable	0	0	0	0	0
wh2_main_body_10	inf_melee	30	inf_mel	wh_main_chs_mon_chaos_spawn_summoned	34	28	100	540	wh_main_chs_claws_chaos_spawn	wh_fear	0	0	0	0	0
wh2_main_heavy_metal_100	inf_melee	10	inf_mel	wh_main_chs_inf_chaos_warriors_1	30	38	75	82	wh_main_chs_halberd	wh_chargeReflectorVsL_hideForest	0	0	0	0	0
wh2_main_heavy_metal_120	cavalry	80	cav_shk	wh_main_chs_cav_chaos_knights_1	42	34	74	114	wh_main_chs_lance	wh_fear_hideForest	0	0	0	0	0
wh2_main_leather_30	inf_melee	40	com	wh_dlc01_chs_cha_qb_lord_of_change_0	60	40	100	8168	wh_main_chs_lord_of_change	wh_encourage_fear_terror_unbreakable	0	25	0	60	0
wh2_main_leather_30	inf_melee	40	com	wh_dlc08_nor_cha_arzik_0	60	40	100	8168	wh_main_chs_lord_of_change	wh_encourage_fear_terror_unbreakable	0	25	0	60	0
wh2_main_leather_30	inf_melee	40	com	wh_main_chs_cha_lord_of_change_0	60	40	100	8168	wh_main_chs_lord_of_change	wh_encourage_fear_terror_unbreakable	0	25	0	60	0
wh2_main_leather_50	cavalry	30	cav_mis	wh_dlc06_chs_cav_marauder_horsemasters_0	26	26	54	82	wh_main_chs_marauder_horsemaster_spear	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_leather_50	cavalry	30	cav_mis	wh_dlc08_nor_cav_marauder_horsemasters_0	26	26	54	82	wh_main_chs_marauder_horsemen_spear	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_body_15	cavalry	24	cav_mis	wh_main_chs_cav_marauder_horsemen_0	22	20	48	75	wh_main_chs_marauder_horsemen_spear	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_body_15	cavalry	24	cav_mis	wh_main_chs_cav_marauder_horsemen_1	22	26	48	75	wh_main_chs_marauder_horsemen_spear	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_leather_15	cavalry	24	cav_mis	wh_main_nor_cav_marauder_horsemen_0	22	20	48	75	wh_main_chs_marauder_horsemen_spear	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_leather_15	cavalry	24	cav_mis	wh_main_nor_cav_marauder_horsemen_1	22	26	48	75	wh_main_chs_marauder_horsemen_spear	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_heavy_metal_100	inf_melee	16	com	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0	42	40	60	3512	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_90	cavalry	30	com	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1	42	40	60	3960	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	30	com	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2	42	40	60	3960	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_30	inf_ranged	16	com	wh_dlc08_nor_cha_shaman_sorcerer_death_0	30	30	60	3352	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_30	cavalry	30	com	wh_dlc08_nor_cha_shaman_sorcerer_death_1	30	30	60	3732	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_30	inf_ranged	16	com	wh_dlc08_nor_cha_shaman_sorcerer_fire_0	30	30	60	3352	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_30	cavalry	30	com	wh_dlc08_nor_cha_shaman_sorcerer_fire_1	30	30	60	3732	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_30	inf_ranged	16	com	wh_dlc08_nor_cha_shaman_sorcerer_metal_0	30	30	60	3352	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_30	cavalry	30	com	wh_dlc08_nor_cha_shaman_sorcerer_metal_1	30	30	60	3732	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	inf_melee	16	com	wh_main_chs_cha_chaos_sorcerer_death_0	42	40	60	3512	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_90	cavalry	30	com	wh_main_chs_cha_chaos_sorcerer_death_10	42	40	60	3960	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	30	com	wh_main_chs_cha_chaos_sorcerer_death_11	42	40	60	3960	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	inf_melee	16	com	wh_main_chs_cha_chaos_sorcerer_fire_0	42	40	60	3512	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_90	cavalry	30	com	wh_main_chs_cha_chaos_sorcerer_fire_10	42	40	60	3960	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	30	com	wh_main_chs_cha_chaos_sorcerer_fire_11	42	40	60	3960	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	inf_melee	16	com	wh_main_chs_cha_chaos_sorcerer_metal_0	42	40	60	3512	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_90	cavalry	30	com	wh_main_chs_cha_chaos_sorcerer_metal_10	42	40	60	3960	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	30	com	wh_main_chs_cha_chaos_sorcerer_metal_11	42	40	60	3960	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_90	cavalry	30	com	wh_main_nor_cha_chaos_sorcerer_1	42	40	60	3732	wh_main_chs_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	inf_melee	20	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	48	44	65	3800	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_90	cavalry	40	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	48	44	65	4280	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	40	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	48	44	65	4280	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	inf_melee	20	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	48	44	65	3800	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_90	cavalry	40	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	48	44	65	4280	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	40	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	48	44	65	4280	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	inf_melee	20	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	48	44	65	3800	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_90	cavalry	44	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	48	44	65	4280	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	44	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	48	44	65	4280	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	inf_melee	20	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0	48	44	65	3800	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_90	cavalry	40	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1	48	44	65	4280	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	40	com	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2	48	44	65	4280	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	inf_melee	20	com	wh_dlc01_nor_cha_chaos_sorcerer_lord_0	48	44	65	3800	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	cavalry	40	com	wh_dlc01_nor_cha_chaos_sorcerer_lord_1	48	44	65	4280	wh_main_chs_sword_caster_lord_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	44	cav_mel	wh_main_chs_cav_chaos_knights_0	44	50	74	114	wh_main_chs_sword_chaos_knight	wh_fear_hideForest	0	0	0	0	0
wh2_main_heavy_metal_100	inf_melee	35	com	wh_main_chs_cha_chaos_lord_0	65	55	75	4632	wh_main_chs_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_90	cavalry	50	com	wh_main_chs_cha_chaos_lord_11	65	55	75	5212	wh_main_chs_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_120	cavalry	50	com	wh_main_chs_cha_chaos_lord_12	65	55	75	5212	wh_main_chs_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	18	inf_mel	wh_dlc03_bst_inf_chaos_warhounds_0	26	17	38	68	wh_main_chs_warhound	wh_guerrilla_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	18	inf_mel	wh_main_chs_mon_chaos_warhounds_0	26	17	38	68	wh_main_chs_warhound	wh_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	18	inf_mel	wh_main_nor_mon_chaos_warhounds_0	26	17	38	68	wh_main_chs_warhound	wh_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	18	inf_mel	wh_dlc03_bst_inf_chaos_warhounds_1	26	17	38	68	wh_main_chs_warhound_poison	wh_guerrilla_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	18	inf_mel	wh_main_chs_mon_chaos_warhounds_1	26	17	38	68	wh_main_chs_warhound_poison	wh_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	18	inf_mel	wh_main_nor_mon_chaos_warhounds_1	26	17	38	68	wh_main_chs_warhound_poison	wh_hideForest	0	0	0	15	0
wh2_main_body_15	inf_melee	24	inf_mel	wh_main_vmp_mon_crypt_horrors	30	24	44	552	wh_main_claws_crypt_horrors	wh_fear_undead	0	0	0	0	0
wh2_main_body_15	inf_melee	24	inf_mel	wh_main_vmp_mon_crypt_horrors_summoned	30	24	44	552	wh_main_claws_crypt_horrors	wh_fear_undead	0	0	0	0	0
wh2_main_body_10	inf_melee	16	inf_mel	wh_dlc04_vmp_inf_feasters_in_the_dusk_0	33	35	54	55	wh_main_claws_ghouls	wh_fear_guerilla_hideForest_undead_stalk	0	0	0	0	0
wh2_main_body_10	inf_melee	16	inf_mel	wh_main_vmp_inf_crypt_ghouls	27	25	44	55	wh_main_claws_ghouls	wh_fear_hideForest_undead	0	0	0	0	0
wh2_main_body_10	inf_melee	16	inf_mel	wh_main_vmp_inf_crypt_ghouls_summoned	27	25	44	55	wh_main_claws_ghouls	wh_fear_hideForest_undead	0	0	0	0	0
wh2_main_body_10	inf_melee	16	inf_mel	wh2_dlc09_tmb_inf_crypt_ghouls	27	25	44	55	wh_main_claws_ghouls	wh_fear_hideForest_undead	0	0	0	0	0
wh2_main_body_30	inf_melee	40	inf_mel	wh_dlc03_bst_mon_giant_0	65	30	100	12612	wh_main_club_giant	wh_fear_terror	0	0	0	0	0
wh2_main_leather_30	inf_melee	40	inf_mel	wh_dlc08_nor_mon_norscan_giant_0	65	30	100	12612	wh_main_club_giant	wh_fear_terror	0	0	0	0	0
wh2_main_body_30	inf_melee	40	inf_mel	wh_main_chs_mon_giant	65	30	100	12612	wh_main_club_giant	wh_fear_terror	0	0	0	0	0
wh2_main_body_30	inf_melee	40	inf_mel	wh_main_grn_mon_giant	65	30	100	12612	wh_main_club_giant	wh_fear_terror	0	0	0	0	0
wh2_main_body_30	inf_melee	40	inf_mel	wh_main_grn_mon_giant_qb_tall_roff	65	30	100	12612	wh_main_club_giant	wh_fear_terror	0	0	0	0	0
wh2_main_body_30	inf_melee	40	com	wh_dlc08_grn_mon_giant_boss	75	76	100	16490	wh_main_club_giant_boss	wh_fear_terror_unbreakable	0	0	0	75	0
wh2_main_heavy_metal_110	inf_melee	24	inf_mel	wh_dlc01_chs_mon_trolls_1	34	32	40	486	wh_main_club_troll	wh_fear	0	0	0	0	0
wh2_main_body_40	inf_melee	24	inf_mel	wh_main_chs_mon_trolls	34	32	40	486	wh_main_club_troll	wh_fear	0	0	0	0	0
wh2_main_body_40	inf_melee	24	inf_mel	wh_main_grn_mon_trolls	34	32	40	486	wh_main_club_troll	wh_fear	0	0	0	0	0
wh2_main_body_40	inf_melee	24	inf_mel	wh_main_nor_mon_chaos_trolls	34	32	40	486	wh_main_club_troll	wh_fear	0	0	0	0	0
wh2_main_chainmail_40	artillery	2	art_fld	wh_dlc06_dwf_art_bolt_thrower_0	16	20	75	70	wh_main_dwf_axe	wh2_cantRun_hideForest	0	25	0	0	0
wh2_main_chainmail_40	artillery	2	art_fld	wh_dlc06_dwf_art_gob_lobber_0	20	29	76	70	wh_main_dwf_axe	wh_cantRun	0	25	0	0	0
wh2_main_chainmail_40	inf_ranged	4	inf_mis	wh_dlc06_dwf_inf_rangers_0	18	26	62	60	wh_main_dwf_axe	wh_guerrilla_hideForest_stalk	0	25	0	0	0
wh2_main_leather_30	artillery	5	art_fld	wh_dlc08_nor_art_hellcannon_battery	18	14	70	147	wh_main_dwf_axe	wh_cantRun_unbreakable	0	0	0	0	0
wh2_main_leather_30	artillery	5	art_fld	wh_main_chs_art_hellcannon	18	14	70	147	wh_main_dwf_axe	wh_cantRun_unbreakable	0	0	0	0	0
wh2_main_chainmail_40	artillery	2	art_fld	wh_main_dwf_art_cannon	16	20	66	70	wh_main_dwf_axe	wh_cantRun	0	25	0	0	0
wh2_main_chainmail_40	artillery	2	art_fld	wh_main_dwf_art_flame_cannon	16	20	66	70	wh_main_dwf_axe	wh_cantRun	0	25	0	0	0
wh2_main_chainmail_40	artillery	2	art_fld	wh_main_dwf_art_grudge_thrower	16	20	66	70	wh_main_dwf_axe	wh_cantRun	0	25	0	0	0
wh2_main_chainmail_40	artillery	2	art_fld	wh_main_dwf_art_organ_gun	16	20	66	70	wh_main_dwf_axe	wh_cantRun	0	25	0	0	0
wh2_main_chainmail_85	inf_melee	12	inf_mel	wh_main_dwf_inf_dwarf_warrior_0	22	40	70	70	wh_main_dwf_axe	wh_chargeReflectorVsL_hideForest	0	25	0	0	0
wh2_main_chainmail_80	inf_ranged	4	inf_mis	wh_main_dwf_inf_quarrellers_0	18	28	66	62	wh_main_dwf_axe	wh_hideForest	0	25	0	0	0
wh2_main_chainmail_80	inf_ranged	4	inf_mis	wh_main_dwf_inf_thunderers_0	20	28	66	63	wh_main_dwf_axe	wh_hideForest	0	25	0	0	0
wh2_main_leather_30	artillery	5	art_fld	wh_pro04_chs_art_hellcannon_ror_0	23	21	80	147	wh_main_dwf_axe	wh_cantRun_unbreakable	0	0	0	0	0
wh2_main_chainmail_85	inf_melee	18	inf_mel	wh_main_dwf_inf_dwarf_warrior_1	22	30	70	70	wh_main_dwf_axe_great	wh_hideForest	0	25	0	0	0
wh2_main_chainmail_40	inf_ranged	16	inf_mis	wh_dlc06_dwf_inf_rangers_1	22	20	62	60	wh_main_dwf_axe_great_quarreller	wh_guerrilla_hideForest_stalk	0	25	0	0	0
wh2_main_chainmail_40	inf_ranged	16	inf_mis	wh_dlc06_dwf_inf_ulthars_raiders_0	27	29	72	60	wh_main_dwf_axe_great_quarreller	wh_guerrilla_hideForest_stalk	0	25	0	0	0
wh2_main_chainmail_80	inf_ranged	16	inf_mis	wh_main_dwf_inf_quarrellers_1	22	20	66	62	wh_main_dwf_axe_great_quarreller	wh_hideForest	0	25	0	0	0
wh2_main_chainmail_120	inf_melee	25	com	wh_main_dwf_cha_thane	45	50	70	4160	wh_main_dwf_axe_hero	wh_encourage_hideForest	0	25	0	15	0
wh2_main_chainmail_120	inf_melee	18	com	wh_dlc05_dwf_cha_darthon_ironbeard_0	45	60	75	4884	wh_main_dwf_axe_hero_lord	wh_chargeReflector_encourage_hideForest	0	25	0	15	0
wh2_main_chainmail_120	inf_melee	18	com	wh_main_dwf_cha_lord_0	45	60	75	4884	wh_main_dwf_axe_hero_lord	wh_chargeReflector_encourage_hideForest	0	25	0	15	0
wh2_main_chainmail_120	inf_melee	20	com	wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1	50	62	85	7300	wh_main_dwf_axe_hero_thorgrim	wh_encourage	0	25	0	15	0
wh2_main_chainmail_125	inf_melee	8	inf_mel	wh_dlc06_dwf_inf_norgrimlings_ironbreakers_0	36	86	95	88	wh_main_dwf_axe_ironbreakers	wh_chargeReflector_hideForest_immPsy_guerrilla	0	25	0	0	0
wh2_main_chainmail_125	inf_melee	8	inf_mel	wh_main_dwf_inf_ironbreakers	30	68	85	88	wh_main_dwf_axe_ironbreakers	wh_chargeReflector_hideForest	0	25	0	0	0
wh2_main_chainmail_125	inf_ranged	6	inf_mis	wh_dlc06_dwf_inf_norgrimlings_irondrakes_0	25	37	95	120	wh_main_dwf_drakegun	wh_hideForest	70	35	20	0	0
wh2_main_chainmail_125	inf_ranged	6	inf_mis	wh_main_dwf_inf_irondrakes_0	20	27	85	120	wh_main_dwf_drakegun	wh_hideForest	70	35	0	0	0
wh2_main_chainmail_125	inf_ranged	6	inf_mis	wh_main_dwf_inf_irondrakes_2	20	27	85	120	wh_main_dwf_drakegun	wh_hideForest	70	35	0	0	0
